[2025-08-25 15:09:46] INFO: CheckM v1.2.4
[2025-08-25 15:09:46] INFO: checkm qa --out_format 8 checkm_out/Xanthomonas.ms checkm_out
[2025-08-25 15:09:46] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-08-25 15:09:46] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-08-25 15:09:46] INFO: Calculating AAI between multi-copy marker genes.
[2025-08-25 15:09:46] INFO: Reading HMM info from file.
[2025-08-25 15:09:49] INFO: Parsing HMM hits to marker genes:
Bin Id	Gene Id	{Marker Id, Start position, End position}
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1798	TIGR00879,12,473
GCA_000009165.1_ASM916v1_genomic	AM039952.1_861	TIGR00737,3,318
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1772	TIGR00097,9,254
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2214	TIGR01196,4,602
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1301	TIGR00416,1,458
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2999	TIGR01258,4,247
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3448	TIGR00232,8,666
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1567	TIGR01347,4,403
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2535	TIGR02420,227,336
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3770	TIGR03818,1,281
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3986	TIGR00417,7,278
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1351	TIGR01722,10,484
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3212	TIGR02108,2,299
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1477	TIGR00965,129,395
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4337	TIGR00063,17,194
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1034	TIGR01822,8,400
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1256	TIGR01142,14,397
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3724	TIGR00962,5,512
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3223	TIGR00614,8,456	PF09382.5,404,506
GCA_000009165.1_ASM916v1_genomic	AM039952.1_34	TIGR01318,7,483
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1959	TIGR02479,25,242
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1297	TIGR02843,2,647
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2523	TIGR00838,24,396
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3475	TIGR00539,9,352
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3242	TIGR02796,38,253
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3541	TIGR00169,4,352
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3865	TIGR00505,194,367
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1551	TIGR00634,1,552
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3053	TIGR01979,16,413
GCA_000009165.1_ASM916v1_genomic	AM039952.1_825	TIGR01082,18,467
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2239	TIGR00560,4,191
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4257	TIGR01411,3,48
GCA_000009165.1_ASM916v1_genomic	AM039952.1_413	TIGR01102,9,209
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1076	TIGR00573,5,186	TIGR01406,2,234
GCA_000009165.1_ASM916v1_genomic	AM039952.1_527	TIGR01667,12,716	TIGR01666,13,716
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1857	TIGR00260,69,397
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1381	TIGR04121,15,828
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2843	TIGR00263,17,399
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1036	TIGR02139,15,278
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3466	TIGR00643,37,686
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1614	TIGR01083,20,209
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3974	TIGR00576,21,153
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1380	TIGR04123,8,207
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2837	TIGR01455,7,446
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3147	TIGR00503,1,527
GCA_000009165.1_ASM916v1_genomic	AM039952.1_820	TIGR01085,20,485
GCA_000009165.1_ASM916v1_genomic	AM039952.1_599	TIGR00759,9,893
GCA_000009165.1_ASM916v1_genomic	AM039952.1_865	TIGR01293,1,309
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1737	TIGR01055,3,624
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3985	TIGR01273,4,623
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3221	TIGR01967,46,620
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2526	TIGR00761,43,264	PF04768.8,276,439
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2482	TIGR00261,28,403
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1459	TIGR03303,60,817
GCA_000009165.1_ASM916v1_genomic	AM039952.1_721	TIGR00510,48,330
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2555	TIGR00238,21,335	TIGR03821,22,341
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1874	TIGR03328,22,212	TIGR00760,48,196
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3241	TIGR02801,14,138
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2587	TIGR01388,4,358
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2221	TIGR02970,5,122
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2954	TIGR00589,79,158
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2185	TIGR01418,5,789
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1568	TIGR00239,14,932
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1663	TIGR01063,8,873
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3902	TIGR02673,4,216
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2537	TIGR00857,15,430
GCA_000009165.1_ASM916v1_genomic	AM039952.1_420	TIGR02544,4,192
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1478	TIGR01617,3,113
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3051	TIGR01978,2,242
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3722	TIGR01039,3,464
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1602	TIGR01298,16,208
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1095	TIGR01682,5,81
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3406	TIGR02034,53,457
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1428	TIGR01488,3,185	TIGR01490,3,189
GCA_000009165.1_ASM916v1_genomic	AM039952.1_423	TIGR02546,23,439
GCA_000009165.1_ASM916v1_genomic	AM039952.1_551	TIGR01088,55,193
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2033	TIGR00667,54,239
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1358	TIGR02939,6,194
GCA_000009165.1_ASM916v1_genomic	AM039952.1_720	TIGR00214,5,179
GCA_000009165.1_ASM916v1_genomic	AM039952.1_550	TIGR00531,1,161
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3031	TIGR03562,5,139
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2228	TIGR02211,18,237
GCA_000009165.1_ASM916v1_genomic	AM039952.1_715	TIGR02282,73,374
GCA_000009165.1_ASM916v1_genomic	AM039952.1_785	TIGR03719,2,552
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2222	TIGR02968,17,120
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1384	TIGR04122,16,339
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2475	TIGR00717,3,521
GCA_000009165.1_ASM916v1_genomic	AM039952.1_396	TIGR00201,43,239
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4235	TIGR01313,17,176
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2565	TIGR01090,20,184
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1779	TIGR00674,27,300
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1298	TIGR02842,29,208
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3697	TIGR01749,3,171
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3550	TIGR02207,8,305
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3205	TIGR03725,3,216
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2031	TIGR02639,3,737
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1868	TIGR00735,1,255
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3086	TIGR03002,22,161
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2052	TIGR03594,3,434
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1035	TIGR00971,41,361
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1046	TIGR01499,26,425
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2048	TIGR02521,46,258
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1481	TIGR03804,229,263	PF05048.8,148,301
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1556	TIGR00687,24,300
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3682	TIGR01137,3,451
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1465	TIGR02075,6,237
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2398	TIGR03862,29,409
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1022	TIGR01394,6,604
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1277	TIGR00392,1,841
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3084	TIGR01670,21,171
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2012	TIGR02490,5,227
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4207	TIGR00556,94,155
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3913	TIGR03138,4,271
GCA_000009165.1_ASM916v1_genomic	AM039952.1_390	TIGR02072,13,264
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4051	TIGR00122,43,108	TIGR00121,125,356
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4325	TIGR00577,1,270
GCA_000009165.1_ASM916v1_genomic	AM039952.1_422	TIGR02499,47,206
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3955	TIGR02866,51,271	PF02790.10,37,118
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2551	TIGR01983,16,233
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3081	TIGR01072,1,422
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1053	TIGR01854,3,239
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4100	TIGR01754,1,106
GCA_000009165.1_ASM916v1_genomic	AM039952.1_763	TIGR00221,8,381
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3463	TIGR01798,14,423
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3332	TIGR00768,12,295
GCA_000009165.1_ASM916v1_genomic	AM039952.1_796	TIGR01951,21,147
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1600	TIGR00186,6,246
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3076	TIGR00639,1,188
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2866	TIGR02274,5,188
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3778	TIGR00831,8,540
GCA_000009165.1_ASM916v1_genomic	AM039952.1_774	TIGR03598,9,192
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1912	TIGR01439,3,42
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2763	TIGR00987,2,96
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3239	TIGR02800,21,433	PF04052.8,27,132
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3718	TIGR01173,6,454
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1680	TIGR01356,18,428
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3050	TIGR01980,21,476
GCA_000009165.1_ASM916v1_genomic	AM039952.1_836	TIGR00676,4,273
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2815	TIGR01972,7,494
GCA_000009165.1_ASM916v1_genomic	AM039952.1_425	TIGR01401,13,264
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1872	TIGR01691,6,228
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4319	TIGR01074,4,657
GCA_000009165.1_ASM916v1_genomic	AM039952.1_961	TIGR03707,4,227
GCA_000009165.1_ASM916v1_genomic	AM039952.1_964	TIGR00019,3,358
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1063	TIGR02088,5,331	TIGR00175,3,335
GCA_000009165.1_ASM916v1_genomic	AM039952.1_184	TIGR00653,4,467
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1149	TIGR02334,5,395
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1244	TIGR01968,2,266
GCA_000009165.1_ASM916v1_genomic	AM039952.1_817	TIGR02209,4,85	PF04999.8,4,87
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4188	TIGR01075,1,720
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1866	TIGR01855,4,197
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2474	TIGR00988,1,91
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2574	TIGR03838,6,267
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3666	TIGR01181,4,335
GCA_000009165.1_ASM916v1_genomic	AM039952.1_426	TIGR02516,322,606
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1867	TIGR00007,5,241
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3548	TIGR01844,20,446
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3964	TIGR00336,11,188
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2669	TIGR00966,43,292
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2227	TIGR02212,5,413
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1803	TIGR01942,25,451	PF12626.2,325,448
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3640	TIGR00422,6,963	PF10458.4,916,979
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3237	TIGR02795,145,262
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1134	TIGR00128,6,292
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3661	TIGR01479,5,466
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1757	TIGR00174,10,302
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1796	TIGR01312,5,487
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3214	TIGR03859,10,90
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1147	TIGR02333,2,859
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1456	TIGR01750,10,149
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1038	TIGR00968,3,242	PF12857.2,282,336
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2558	TIGR00050,5,244
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3946	TIGR01473,6,291
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1135	TIGR01830,10,245
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1961	TIGR03499,253,445
GCA_000009165.1_ASM916v1_genomic	AM039952.1_811	TIGR00096,7,271
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3954	TIGR02891,20,521
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2233	TIGR02203,16,586
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3492	TIGR00713,6,426
GCA_000009165.1_ASM916v1_genomic	AM039952.1_885	TIGR00544,6,277
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3301	TIGR02400,3,453
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3503	TIGR00707,15,401
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2640	TIGR01701,13,762
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3687	TIGR01262,7,218
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1756	TIGR01496,21,278
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2816	TIGR01974,9,714
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3649	TIGR00409,1,558
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2802	TIGR01161,3,352
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1655	TIGR02168,2,1157	PF06470.8,526,618
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3720	TIGR01806,31,143
GCA_000009165.1_ASM916v1_genomic	AM039952.1_414	TIGR02551,54,326
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3861	TIGR02393,386,622	PF04546.8,145,359	PF03979.9,7,88
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1487	TIGR01062,13,743
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3378	TIGR01683,3,66
GCA_000009165.1_ASM916v1_genomic	AM039952.1_797	TIGR01379,3,322
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3472	TIGR01966,5,239
GCA_000009165.1_ASM916v1_genomic	AM039952.1_465	TIGR03036,17,282
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1740	TIGR01362,13,269
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3632	TIGR02225,68,362
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2047	TIGR00048,20,383
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3208	TIGR02071,31,761
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3881	TIGR01051,5,618	PF13368.1,717,773
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3041	TIGR00112,17,279
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2814	TIGR01770,15,472
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3898	TIGR02392,24,292
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3710	TIGR01135,2,609
GCA_000009165.1_ASM916v1_genomic	AM039952.1_412	TIGR01403,5,83
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3032	TIGR00670,13,314
GCA_000009165.1_ASM916v1_genomic	AM039952.1_397	TIGR01474,23,297
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4039	TIGR00233,1,332
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1904	TIGR00499,15,504
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1605	TIGR00972,30,276
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3435	TIGR02141,12,221
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3958	TIGR00234,5,398
GCA_000009165.1_ASM916v1_genomic	AM039952.1_230	TIGR00185,5,156
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1883	TIGR02178,2,187
GCA_000009165.1_ASM916v1_genomic	AM039952.1_137	TIGR02457,575,1106	TIGR02456,21,558
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3089	TIGR00741,1,89
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1375	TIGR01203,16,182
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1660	TIGR00462,11,315
GCA_000009165.1_ASM916v1_genomic	AM039952.1_491	TIGR00564,27,484
GCA_000009165.1_ASM916v1_genomic	AM039952.1_443	TIGR02402,21,552
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3434	TIGR01256,34,251
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1040	TIGR00692,7,343
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3288	TIGR01779,1,623
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1633	TIGR01814,11,421
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3734	TIGR01348,241,587
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3892	TIGR00595,220,737
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1865	TIGR01656,4,143	PF00475.13,198,358	PF13242.1,102,153
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2821	TIGR01973,17,607
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2686	TIGR01510,8,160
GCA_000009165.1_ASM916v1_genomic	AM039952.1_469	TIGR01263,29,371
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3049	TIGR02944,1,130
GCA_000009165.1_ASM916v1_genomic	AM039952.1_821	TIGR01143,30,492
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1963	TIGR00328,9,354
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3542	TIGR00171,1,196
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3665	TIGR01207,5,289
GCA_000009165.1_ASM916v1_genomic	AM039952.1_561	TIGR00034,6,349
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2015	TIGR01395,6,135
GCA_000009165.1_ASM916v1_genomic	AM039952.1_968	TIGR00154,16,288
GCA_000009165.1_ASM916v1_genomic	AM039952.1_889	TIGR00668,1,260
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1903	TIGR00020,3,363
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1146	TIGR01800,16,383
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3027	TIGR01048,504,863
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3482	TIGR02449,46,110
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2018	TIGR03170,77,212
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1671	TIGR02018,11,242
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1479	TIGR01246,5,373
GCA_000009165.1_ASM916v1_genomic	AM039952.1_4304	TIGR03703,69,871
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3467	TIGR00004,3,124
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3570	TIGR00784,1,437
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3083	TIGR00393,54,323
GCA_000009165.1_ASM916v1_genomic	AM039952.1_3645	TIGR01575,5,136
GCA_000009165.1_ASM916v1_genomic	AM039952.1_2006	TIGR02550,4,400
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1058	TIGR02966,97,424
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1563	TIGR02204,14,586
GCA_000009165.1_ASM916v1_genomic	AM039952.1_1650	TIGR00457,16,464
