File	CAJ21683.1	CAJ21916.1	CAJ22045.1	CAJ22068.1	CAJ22203.1	CAJ22437.1	CAJ23736.1	CAJ24623.1	CAJ24946.1	CAJ24951.1	CAJ25516.2	CAJ26159.1	CAJ26169.1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-165.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-166.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-168.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-170.contig.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-174.contig.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-178.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-179.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-181.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-183.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-187.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-189.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-192.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-194.contig.tblastn	1	1	0.997014925373134	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-195.contig.tblastn	1	1	0.997014925373134	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-207.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.993333333333333	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-216.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-220.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-222.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-224.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-226.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-228.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-232.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-234.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-235.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-238.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-240.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-242.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-25.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-251.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-253.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-255.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-257.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
