File	AvrBs1-WP_011037255.1	AvrBs2-WP_039418336.1	XopAA-WP_041855088.1	XopAK-WP_269466020.1	XopAP-WP_236504155.1	XopAU-WP_041855031.1	XopAX-WP_041854960.1	XopB-WP_039417318.1	XopBA-WP_227478587.1	XopC1-WP_011347616.1	XopD-WP_228949438.1	XopE1-WP_011345998.1	XopE2-WP_011347479.1	XopE3-WP_011052114.1	XopF1-WP_011346095.1	XopF2-WP_011348008.1	XopG1-WP_011346758.1	XopH1-WP_011345706.1	XopI1-WP_011346406.1	XopJ1-WP_011347382.1	XopJ2-WP_074052319.1	XopJ3-WP_011346137.1	XopL-WP_218498620.1	XopM-WP_011346113.1	XopN-WP_011348010.1	XopO-WP_011346566.1	XopQ-WP_011349176.1	XopS-WP_039418869.1	XopX-WP_011346212.1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.69-1.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	0	1	0.988826815642458	0	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.990521327014218	0.982758620689655	1	0.998565279770445
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.69-24.contig.tblastn	1	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	0	1	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.70-7.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	1	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.71-21.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	0	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.990521327014218	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.72-7.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.75-3.contig.tblastn	1	0.998628257887517	1	1	0.971830985915493	0.998091603053435	1	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	1	1	1	1	0	1	0.998214285714286	0.998011928429423	1	1	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.80-5.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.990654205607477	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.83M.contig.tblastn	0	1	0	1	0.971830985915493	0	0	1	0	1	0.952503209242619	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.85-10.contig.tblastn	1	1	1	1	0.971830985915493	0.998091603053435	1	1	0	1	1	1	1	0	0.998507462686567	1	1	1	1	1	0	1	0.998214285714286	0.998011928429423	1	1	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.85-16.contig.tblastn	1	1	1	1	0.971830985915493	0.998091603053435	1	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	1	1	1	1	0	1	0.998214285714286	0.998011928429423	1	1	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.86-2.contig.tblastn	0	0.998628257887517	1	1	0.971830985915493	0.998091603053435	1	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	1	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.86-22.contig.tblastn	1	1	1	1	0.971830985915493	0.998091603053435	1	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	0	1	1	1	0	1	0.998214285714286	0.998011928429423	1	1	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.86-46.contig.tblastn	1	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	1	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.87-13.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	1	1	1	1	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.87-21.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	0.993324432576769	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.87-47.contig.tblastn	0	0.998628257887517	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.98931909212283	1	0.988826815642458	0.966292134831461	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.87-7.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.994659546061415	1	0	0.966292134831461	0.980654761904762	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.980603448275862	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.89-10.contig.tblastn	0	0	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.98931909212283	1	0.988826815642458	0.966292134831461	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.89-16.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.98931909212283	1	0.988826815642458	0.966292134831461	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.90-13.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	1	1	1	1	0	1	1	0.966292134831461	0.982142857142857	1	0	1	1	1	0	0	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.ATCC_11633.contig.tblastn	1	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	0	1	1	1	0	1	0.998214285714286	0.998011928429423	1	1	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DC99P1A1.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	1	1	1	1	0.994673768308921	1	0	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DC99P1B1.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	1	1	1	1	0.994673768308921	1	0	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DOA-1721.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	0	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DOA-1726.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	0	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DOA-2036.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	0.998800959232614	0.994659546061415	1	1	0.966292134831461	0.982142857142857	0.998454404945904	0	0	1	1	0	0	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DOA-2983.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.987983978638184	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DOA-2987.contig.tblastn	0	0.998628257887517	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.987983978638184	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DOA-2989.contig.tblastn	0	0.998628257887517	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.987983978638184	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.DOA-2990.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.950191570881226	1	0.988472622478386	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.E3.contig.tblastn	1	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	0	1	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.FB570.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.98931909212283	1	0.988826815642458	0.966292134831461	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.LMG_27970.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.994659546061415	1	1	0	0	0	0	0	1	0	0	1	0.998214285714286	0	1	1	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.LMG_667.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	0.993324432576769	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.LMG_905.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.994659546061415	1	0.988826815642458	0	0	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.980900409276944	1	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.LMG_909.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	0.993324432576769	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.LMG_930.contig.tblastn	1	1	1	1	0.971830985915493	0.998091603053435	1	1	0	1	0	1	1	0	0.998507462686567	1	0	1	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.LMG_933.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	0.993324432576769	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.Ps-1.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	1	1	0	1	0.952503209242619	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.Ps-7.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.98931909212283	1	0.988826815642458	0.966292134831461	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.Tabasco1.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.990654205607477	1	0.988826815642458	0	0.998507462686567	1	0	0	1	0	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.Tu-06.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.952503209242619	1	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.Tu-08.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	1	1	0.951219512195122	1	1	0.966292134831461	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.Tu-10.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	0.998800959232614	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.Tu-11.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.952503209242619	0.9975	0.988826815642458	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.VTM10.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0.998	1	0.986648865153538	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.VTM12.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	0	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.VTM15.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0.998	1	0.986648865153538	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.VTM16.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0.998	1	0.98931909212283	1	0	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.VTM17.contig.tblastn	0	1	1	1	0.971830985915493	0.998091603053435	0	1	0	1	0.952503209242619	1	0.988472622478386	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0.995260663507109	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.VTM4.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	0	0.996428571428571	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.WHRI_8301.contig.tblastn	1	0.998628257887517	1	1	0.971830985915493	0.998091603053435	1	1	0	1	0.994659546061415	1	1	0	0.998507462686567	1	1	1	1	1	0	1	0.998214285714286	0.998011928429423	1	1	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X13.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	1	1	1	1	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X22.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	0.998800959232614	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X31.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	0.998800959232614	0.994659546061415	1	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X82-8P.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X82-8P_C1.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X82-8P_C2.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X82-8P_C3.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X82-8P_C4.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X82-8P_C5.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.X82-8P_C6.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	0	1	1	1	1	0	0.998507462686567	1	0	0	1	1	0	1	0.998214285714286	0.998011928429423	1	0	1	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.XCVCP-C-43.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	0	0.986648865153538	0.9975	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	0	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.XCVCP-C-51.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.986648865153538	0.9975	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	0	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
tblastn_versus_dokuwiki_effectors/euroxanth_effectors_2023-10-03.versus.XCVKK-C-1.contig.tblastn	0	1	0.998546511627907	1	0.971830985915493	0.998091603053435	0	1	1	1	0.986648865153538	0.9975	1	0.966292134831461	0.982142857142857	1	0	0	1	1	0	0	0.998214285714286	0.998011928429423	0.99181446111869	0	0.982758620689655	1	1
