# packages in environment at /data/djs217/miniconda3/envs/genomad_env:
#
# Name                    Version                   Build  Channel
liblzma                   5.8.1                hb9d3cd8_2    conda-forge
libml_dtypes-headers      0.5.3                h707e725_0    conda-forge
libnghttp2                1.67.0               had1ee68_0    conda-forge
libnsl                    2.0.1                hb9d3cd8_1    conda-forge
libopenblas               0.3.30          pthreads_h94d23a6_3    conda-forge
libpng                    1.6.50               h421ea60_1    conda-forge
libprotobuf               6.31.1               h49aed37_2    conda-forge
libre2-11                 2025.11.05           h7b12aa8_0    conda-forge
libsqlite                 3.51.0               hee844dc_0    conda-forge
libssh2                   1.11.1               hcf80075_0    conda-forge
libstdcxx                 15.2.0               h8f9b012_7    conda-forge
libstdcxx-ng              15.2.0               h4852527_7    conda-forge
libtensorflow_cc          2.19.1          cpu_h3deb7bb_50    conda-forge
libtensorflow_framework   2.19.1          cpu_h18e7061_50    conda-forge
libuuid                   2.41.2               he9a06e4_0    conda-forge
libxcrypt                 4.4.36               hd590300_1    conda-forge
libxgboost                3.1.1            cpu_h2ebb00f_0    conda-forge
libxml2                   2.13.9               h04c0eec_0    conda-forge
libzlib                   1.3.1                hb9d3cd8_2    conda-forge
llvmlite                  0.45.1          py312h7424e68_0    conda-forge
markdown                  3.10               pyhd8ed1ab_0    conda-forge
markdown-it-py            4.0.0              pyhd8ed1ab_0    conda-forge
markupsafe                3.0.3           py312h8a5da7c_0    conda-forge
mdurl                     0.1.2              pyhd8ed1ab_1    conda-forge
ml_dtypes                 0.5.1           py312hf79963d_1    conda-forge
mmseqs2                   18.8cc5c             hd6d6fdc_0    bioconda
mpfr                      4.2.1                h90cbb55_3    conda-forge
namex                     0.1.0              pyhd8ed1ab_0    conda-forge
ncurses                   6.5                  h2d0b736_3    conda-forge
numba                     0.62.1          py312h907b442_0    conda-forge
numpy                     2.3.4           py312h33ff503_0    conda-forge
openssl                   3.6.0                h26f9b46_0    conda-forge
opt_einsum                3.4.0              pyhd8ed1ab_1    conda-forge
optree                    0.17.0          py312hd9148b4_2    conda-forge
packaging                 25.0               pyh29332c3_1    conda-forge
pip                       25.2               pyh8b19718_0    conda-forge
protobuf                  6.31.1          py312hb8af0ac_2    conda-forge
py-xgboost                3.1.1           cpu_pyh35227d3_0    conda-forge
pycparser                 2.22               pyh29332c3_1    conda-forge
pygments                  2.19.2             pyhd8ed1ab_0    conda-forge
pyrodigal                 3.6.3.post1     py312h0fa9677_1    bioconda
pyrodigal-gv              0.3.2              pyh7e72e81_0    bioconda
pysocks                   1.7.1              pyha55dd90_7    conda-forge
python                    3.12.12         hd63d673_1_cpython    conda-forge
python-crfsuite           0.9.11          py312h8285ef7_3    conda-forge
python-flatbuffers        25.9.23            pyh1e1bc0e_0    conda-forge
python_abi                3.12                    8_cp312    conda-forge
re2                       2025.11.05           h5301d42_0    conda-forge
readline                  8.2                  h8c095d6_2    conda-forge
requests                  2.32.5             pyhd8ed1ab_0    conda-forge
rich                      14.2.0             pyhcf101f3_0    conda-forge
rich-click                1.9.4              pyhd8ed1ab_0    conda-forge
scikit-learn              1.7.2           py312h4f0b9e3_0    conda-forge
scipy                     1.16.3          py312h7a1785b_0    conda-forge
setuptools                80.9.0             pyhff2d567_0    conda-forge
six                       1.17.0             pyhe01879c_1    conda-forge
snappy                    1.2.2                h03e3b7b_0    conda-forge
taxopy                    0.14.0             pyhdfd78af_0    bioconda
tensorboard               2.19.0             pyhd8ed1ab_0    conda-forge
tensorboard-data-server   0.7.0           py312hee9fe19_3    conda-forge
tensorflow                2.19.1          cpu_py312h69ecde4_50    conda-forge
tensorflow-base           2.19.1          cpu_py312h486b088_50    conda-forge
tensorflow-estimator      2.19.1          cpu_py312ha43043b_50    conda-forge
termcolor                 3.2.0              pyhd8ed1ab_0    conda-forge
threadpoolctl             3.6.0              pyhecae5ae_0    conda-forge
tk                        8.6.13          noxft_hd72426e_102    conda-forge
typing-extensions         4.15.0               h396c80c_0    conda-forge
typing_extensions         4.15.0             pyhcf101f3_0    conda-forge
tzdata                    2025b                h78e105d_0    conda-forge
urllib3                   2.5.0              pyhd8ed1ab_0    conda-forge
werkzeug                  3.1.3              pyhd8ed1ab_1    conda-forge
wheel                     0.45.1             pyhd8ed1ab_1    conda-forge
wrapt                     2.0.1           py312h4c3975b_1    conda-forge
xgboost                   3.1.1           cpu_pyhb39878e_0    conda-forge
zipp                      3.23.0             pyhd8ed1ab_0    conda-forge
zlib                      1.3.1                hb9d3cd8_2    conda-forge
zstandard                 0.25.0          py312h5253ce2_1    conda-forge
zstd                      1.5.7                hb8e6e7a_2    conda-forge
